name,url,country,province,thumbnail,average_tuition,average_tuition_currency,logo,type,Number of Students,International Students,University Type,Number of Academician,Erasmus,Scholarship Ratio,Urap Standings,Placement Rate,Technology Office,Student/Academician,Entrepreneurship Index Score,Library Area,Ar-Ge Expense,programs,features,address
Cedarville University,https://univerlist.com/cedarville-university/,United States of America,Ohio,https://univerlist.com/media/cache/e3/7a/e37a3932ea6991937592870aeecde895.webp,"2,229,945",USD,https://univerlist.com/media/cache/09/ab/09ab80b942f4c070cbd29c12b096f480.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],"[""It Services"", ""Fitness Center"", ""Cinema"", ""Health Center"", ""Photography Studio"", ""Prayer Room"", ""Table Tennis"", ""Theatre""]","251 N Main St Cedarville OH 45314 United States"
University of Passau,https://univerlist.com/university-of-passau/,Germany,Passau,https://univerlist.com/media/cache/29/09/2909f4ea09de07f0b9908c4066e24ce4.webp,"12,940",EUR,https://univerlist.com/media/cache/62/3e/623ea74ab1388994b35e17651ecd8419.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Bank"", ""It Services"", ""Walking Track"", ""Print Centre"", ""Car Park"", ""Clubs and Societies"", ""Copy Center"", ""Conference Hall"", ""Library""]","Innstr. 4194032 PassauGermany"
Bond University,https://univerlist.com/bond-university/,Australia,Gold Coast,https://univerlist.com/media/cache/c5/79/c57968fcbb33e35170e48922c604dde6.webp,"1,476,317",USD,https://univerlist.com/media/cache/5d/01/5d01fb952386569a128b8d8236e476ea.webp,Private,,,Private,,Yes,None,,-,Yes,,,,,"[{'program_name': 'Commerce', 'language': 'English', 'year': '3', 'tuition': '-'}]","[""Bank"", ""Walking Track"", ""Cargo"", ""Cinema"", ""Health Center"", ""Student House"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Library""]","14 University Dr Robina QLD 4226 Australia"
University of Prince Edward Island,https://univerlist.com/university-of-prince-edward-island/,Canada,Charlottetown,https://univerlist.com/media/cache/96/d1/96d14418276c0694317cf8981b70f594.webp,"375,584",CAD,https://univerlist.com/media/cache/80/e7/80e793e14d17a53831f19ede3997eb0d.webp,Public,4.433,,Public,,No,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Clubs and Societies"", ""Security"", ""Student House"", ""Gym"", ""Computer Games and Animation Laboratory"", ""Virtual Library"", ""Career Office"", ""Academic Counseling"", ""Stadium"", ""Library""]","550 University Ave Charlottetown PE C1A 4P3 Canada"
Mcgill University,https://univerlist.com/mcgill-university/,Canada,Montreal,https://univerlist.com/media/cache/30/af/30af88369e1a8cf0ae3b4a1b00621328.webp,"1,607,602",CAD,https://univerlist.com/media/cache/4d/99/4d99090d19cb49584095b3b263c5c1c1.webp,Public,39.497,,Public,,No,Public University,,-,No,,,,,[],"[""Biomechanics Laboratory"", ""Music Studio"", ""Clubs and Societies"", ""Security"", ""Conference Hall"", ""Student House"", ""Dormitory"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Academic Counseling"", ""Library""]","845 Rue Sherbrooke O Montréal QC H3A 0G4 Canada"
Johns Hopkins University,https://univerlist.com/johns-hopkins-university/,United States of America,Maryland,https://univerlist.com/media/cache/fc/0c/fc0cbf8b4eb81006bc55a3222f3e23ea.webp,"4,077,551",USD,https://univerlist.com/media/cache/91/99/91996a1ad83dc9d1c464abaeca333bfe.webp,Private,26.402,,Private,,No,None,,-,Yes,,,,,[],"[""Biomechanics Laboratory"", ""Print Centre"", ""Car Park"", ""Clubs and Societies"", ""Unobstructed Campus"", ""Digital Design Studios"", ""Computer Games and Animation Laboratory"", ""Exercise and Sport Performance Centre"", ""Museum"", ""Research Laboratory"", ""astronautics"", ""Art Center"", ""Library""]","Baltimore MD 21218 United States"
Technical University Berlin,https://univerlist.com/technical-university-berlin/,Germany,Berlin,https://univerlist.com/media/cache/8a/bf/8abf7efc2cdd59d4f2ca0e5a0357cd19.webp,"50,463",USD,https://univerlist.com/media/cache/d9/11/d911b1c42bb3d8f9799aabda2d8a6552.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""It Services"", ""Clubs and Societies"", ""Security"", ""Copy Center"", ""Cafeteria""]","Straße des 17. Juni 135Berlin, 10623Germany"
University of Lethbridge,https://univerlist.com/university-of-lethbridge/,Canada,Lethbridge,https://univerlist.com/media/cache/6a/2a/6a2a70ed344fe2b4bfb48acbec3517bd.webp,"390,443",USD,https://univerlist.com/media/cache/03/1a/031a932338f9f3bda2f8628b1582f327.webp,Public,8.700,,Public,,No,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Music Studio"", ""Copy Center"", ""Conference Hall"", ""Student House"", ""Gym"", ""Computer Games and Animation Laboratory"", ""Cafeteria"", ""Career Office"", ""Academic Counseling"", ""Library""]","4401 University Dr W Lethbridge AB T1K 6T5 Canada"
Niels Brock Copenhagen Business College,https://univerlist.com/niels-brock-copenhagen-business-college/,Denmark,Copenhagen,https://univerlist.com/media/cache/65/3b/653b34316a7bd6e18366862681526378.webp,"1,466,525",EUR,https://univerlist.com/media/cache/92/f4/92f4f227191a139119b71455d712d083.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""It Services"", ""Walking Track"", ""Print Centre"", ""Fitness Center"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Exercise and Sport Performance Centre"", ""Cafeteria"", ""Virtual Library"", ""Career Office"", ""Research Laboratory"", ""Academic Counseling"", ""Wifi"", ""Library""]","Bispetorvet 1-3Copenhagen1167"
Technical University Ilmenau,https://univerlist.com/technical-university-ilmenau/,Germany,Thuringia,https://univerlist.com/media/cache/0a/b4/0ab4be0a59a0d02c061918555dc1dc7c.webp,"17,253",EUR,https://univerlist.com/media/cache/0a/2f/0a2f288916ebbefe77ceb2ba96614e79.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Bank"", ""Print Centre"", ""Clubs and Societies"", ""Cafeteria"", ""Career Office"", ""Student Central"", ""Wifi""]","Ehrenbergstraße 29, 98693 Ilmenau, Germany"
Ontario Tech University,https://univerlist.com/ontario-tech-university/,Canada,Oshawa,https://univerlist.com/media/cache/0c/d7/0cd7f9fb0a309a7ea59f64c88fccd0dc.webp,"1,424,233",USD,https://univerlist.com/media/cache/48/23/4823b9256f5ab6bc11bf03c0e25c1410.webp,Public,10.000,,Public,,No,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Music Studio"", ""Health Center"", ""Copy Center"", ""Dormitory"", ""Computer Games and Animation Laboratory"", ""Cafeteria"", ""Career Office"", ""Academic Counseling"", ""Stadium"", ""Library""]","2000 Simcoe St N Oshawa ON L1H 7K4 Canada"
University of Chester,https://univerlist.com/university-of-chester/,United Kingdom,Chester,https://univerlist.com/media/cache/00/d3/00d3fdc6c686321ffb4051148eaeb05c.webp,"1,102,670",USD,https://univerlist.com/media/cache/a1/76/a1768322dbd0fa5a0db7cad83081618f.webp,Private,20.000,1.232,Private,,Yes,None,,-,No,,,,,"[{'program_name': 'Accounting and Finance', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Acting', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Adult Nursing', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Advertising and Business Management', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Advertising and Media Studies', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Advertising and Radio Production', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Advertising and Television Production', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Animal Behavior', 'language': 'English', 'year': '-', 'tuition': '-'}]","[""Amphitheatre"", ""Bank"", ""Walking Track"", ""Fitness Center"", ""Security"", ""Swimming Pool"", ""Health Center"", ""Gym"", ""Film Studio"", ""Cafeteria"", ""Bikes on Campus"", ""Library""]","Parkgate Rd, Chester CH1 4BJ, United Kingdom"
University of the Balearic Islands,https://univerlist.com/university-of-the-balearic-islands/,Spain,Palma,https://univerlist.com/media/cache/ec/df/ecdfebd110a0b9da5493a58940990a05.webp,"99,206",EUR,https://univerlist.com/media/cache/86/ee/86ee08729ac045e71a1a11cdac551e48.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Walking Track"", ""Car Park"", ""Clubs and Societies"", ""Security"", ""Swimming Pool"", ""Health Center"", ""Conference Hall"", ""Dormitory"", ""Tennis Court"", ""Cafeteria"", ""Psychology Education Laboratory"", ""Career Office"", ""Sport Center"", ""Online Lecture"", ""Language Centre"", ""Library""]","University of the Balearic Islands"
University of Regina,https://univerlist.com/university-of-regina/,Canada,Regina,https://univerlist.com/media/cache/5f/95/5f9554e5711f9f4db6222588301fddc1.webp,"467,526",CAD,https://univerlist.com/media/cache/80/ba/80ba2fe4c6939121fcc5d885c068fac7.webp,Public,15.276,,Public,,No,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Clubs and Societies"", ""Copy Center"", ""Conference Hall"", ""Student House"", ""Dormitory"", ""Gym"", ""Computer Games and Animation Laboratory"", ""Cafeteria"", ""Career Office"", ""Academic Counseling"", ""Library""]","3737 Wascana Pkwy Regina SK S4S 0A2 Canada"
Carlos III University of Madrid,https://univerlist.com/carlos-iii-university-of-madrid/,Spain,Getafe,https://univerlist.com/media/cache/e7/c7/e7c73a924a897076e8256da225c40bf1.webp,"431,331",EUR,https://univerlist.com/media/cache/d5/4c/d54c3e2460ddd860cd1713c70839606c.webp,Public,21.047,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""Walking Track"", ""Fitness Center"", ""Car Park"", ""Spa Center"", ""Security"", ""Unobstructed Campus"", ""Swimming Pool"", ""Health Center"", ""Conference Hall"", ""Student House"", ""Dormitory"", ""Tennis Court"", ""Museum"", ""Cafeteria"", ""Library""]","Calle Madrid, 126, 28903 Getafe, Madrid, Spain"
Ritsumeikan Asia Pacific University,https://univerlist.com/ritsumeikan-asia-pacific-university/,Japan,Oita,https://univerlist.com/media/cache/69/b6/69b6d3ff86bce050219935f467f0268a.webp,"976,117",JPY,https://univerlist.com/media/cache/33/86/3386da070411ee373a28d248f47aab35.webp,Private,,,Private,,No,None,,-,No,,,,,[],"[""It Services"", ""Fitness Center"", ""Car Park"", ""Clubs and Societies"", ""Health Center"", ""Drawing Centre"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Dormitory"", ""Digital Design Studios"", ""Exercise and Sport Performance Centre"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Art Center"", ""Student Central"", ""Academic Counseling"", ""Dining Hall"", ""Language Centre"", ""Wifi"", ""Computer Room"", ""Library""]","Ritsumeikan Asia Pacific University"
University of Karlstad,https://univerlist.com/university-of-karlstad/,Sweden,Karlstad,https://univerlist.com/media/cache/a9/ee/a9eec34dc6da905ec3fb3e3baf5f5110.webp,"1,389,417",SEK,https://univerlist.com/media/cache/0b/a8/0ba85f0882752d340458f562a68523c3.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Dormitory"", ""Cafeteria"", ""Library""]","Karlstads universitetUniversitetsgatan 2"
University of Missouri,https://univerlist.com/university-of-missouri/,United States of America,Columbia,https://univerlist.com/media/cache/68/92/6892e517d516e602b79f470eee981f16.webp,"1,992,143",USD,https://univerlist.com/media/cache/15/1f/151f512629519d47aef3b4ed685d0445.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Bank"", ""Fitness Center"", ""Security"", ""Car Washing"", ""Digital Design Studios"", ""Virtual Library"", ""Career Office"", ""Golf Course"", ""Theatre"", ""Language Centre""]","Columbia MO 65211 United States"
University of Nottingham,https://univerlist.com/university-of-nottingham/,United Kingdom,Nottingham,https://univerlist.com/media/cache/16/0a/160a984c7e087cbc68e3570a9947de8d.webp,"1,774,527",USD,https://univerlist.com/media/cache/05/6a/056a4088c59a44b2bb36f8f56e13f88d.webp,Private,34.329,7.895,Private,,Yes,None,,-,No,,,,,"[{'program_name': 'Accountancy', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Aerospace Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Animal Science', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Architecture', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Architecture and Environmental Design', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Chemical Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Civil Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Computer Science', 'language': 'English', 'year': '-', 'tuition': '-'}]","[""Bank"", ""Walking Track"", ""Car Park"", ""Security"", ""Health Center"", ""Cafeteria"", ""Career Office"", ""Library""]","University of NottinghamUniversity ParkNottingham NG7 2RDUnited Kingdom"
Laval University,https://univerlist.com/laval-university/,Canada,Quebec,https://univerlist.com/media/cache/db/a8/dba8ded7ceefe6c34114a2878e133b02.webp,"999,301",CAD,https://univerlist.com/media/cache/bb/ec/bbec9010762527582c0c321b072ea341.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Music Studio"", ""Clubs and Societies"", ""Health Center"", ""Copy Center"", ""Student House"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Academic Counseling"", ""Library""]","2325 Rue de l'Université Québec City QC G1V 0A6 Canada"
Leeds Trinity University,https://univerlist.com/leeds-trinity-university/,United Kingdom,Leeds,https://univerlist.com/media/cache/42/01/420101b0842e0935bc569e7108170cc1.webp,,GBP,https://univerlist.com/media/cache/c1/01/c1013d6789287d6dd49927c063ff5775.webp,Public,3.715,75.0,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Accountancy', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Criminology', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Early Childhood Studies', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Education', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'English', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Film Studies', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'Forensic Psychology', 'language': 'English', 'year': '-', 'tuition': None}, {'program_name': 'History', 'language': 'English', 'year': '-', 'tuition': None}]","[""Fitness Center"", ""Health Center"", ""Radio Studio"", ""Gym"", ""Film Studio"", ""Cafeteria"", ""Library""]","Leeds Trinity University is a public university in the town of Horsforth, West Yorkshire, England, which offers foundation and undergraduate degrees, as well as postgraduate qualifications. Previously known as Leeds Trinity "
Stockholm School of Economics,https://univerlist.com/stockholm-school-of-economics/,Sweden,Stockholm,https://univerlist.com/media/cache/c8/e3/c8e38d3bc082cbbcc2ba77fcb0ce6695.webp,"1,473,370",USD,https://univerlist.com/media/cache/67/85/6785eca23d8fa997da6dbd281ca59611.webp,Private,,,Private,,Yes,None,,-,No,,,,,[],"[""Clubs and Societies"", ""Refectory"", ""Copy Center"", ""Conference Hall"", ""Cafeteria"", ""Career Office"", ""Research Laboratory"", ""Library""]","Stockholm School of Economics"
London School of Hygiene and Tropical Medicine,https://univerlist.com/london-school-of-hygiene-and-tropical-medicine/,United Kingdom,London,https://univerlist.com/media/cache/0e/c5/0ec5685945a8c00800712bc62a39b009.webp,"1,088,510",GBP,https://univerlist.com/media/cache/af/9b/af9b06d1b1945f3fbe702d7d943e7e6b.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,"[{'program_name': 'Health', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Health', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Medicine', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Medicine', 'language': 'English', 'year': '3', 'tuition': None}]","[""Bank"", ""Fitness Center"", ""Cinema"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Academic Counseling"", ""Theatre""]","London School of Hygiene and Tropical Medicine"
Trinity College,https://univerlist.com/trinity-college/,United States of America,Connecticut,https://univerlist.com/media/cache/a2/95/a29598fc407662da827902a6face81e4.webp,"4,192,474",USD,https://univerlist.com/media/cache/a0/76/a07613abc39f86386870fbe5248f8ff6.webp,Private,2.350,,Private,,No,None,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Clubs and Societies"", ""Swimming Pool"", ""Health Center"", ""Dormitory"", ""Tennis Court"", ""Art Center"", ""Dining Hall"", ""Theatre"", ""Library""]","300 Summit St Hartford CT 06106 United States"
University of Tasmania,https://univerlist.com/university-of-tasmania/,Australia,Hobart,https://univerlist.com/media/cache/bf/c9/bfc983e50f4e796ee4353c1a37b487e6.webp,"1,314,211",AUD,https://univerlist.com/media/cache/f7/ba/f7ba67932caf871eb718a3fbc442061e.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""Walking Track"", ""Car Park"", ""Security"", ""Health Center"", ""Gym"", ""Cafeteria"", ""Career Office"", ""Library""]","Churchill Avenue Hobart TAS 7005 Australia"
Loughborough University,https://univerlist.com/loughborough-university/,United Kingdom,Leicester,https://univerlist.com/media/cache/86/85/8685c9d14bd6131dc0dc02573021cb8a.webp,"1,575,474",USD,https://univerlist.com/media/cache/9c/69/9c694d596c6e2237104d0fd6c39206a2.webp,Private,17.130,4.283,Private,,Yes,None,,-,No,,,,,"[{'program_name': 'Accountancy', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Aerospace Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'American Studies', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Biomedical Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Business', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Business Economics', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Business Economics and Finance', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Chemical Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}]","[""Walking Track"", ""Car Park"", ""Security"", ""Swimming Pool"", ""Health Center"", ""Dormitory"", ""Gym"", ""Exercise and Sport Performance Centre"", ""Cafeteria"", ""Bikes on Campus"", ""Career Office"", ""Sport Center"", ""Student Central"", ""Library""]","Epinal Way, LoughboroughLeicestershire, UKLE11 3TU"
National University of Singapore Business School,https://univerlist.com/national-university-of-singapore-business-school/,Singapore,Singapore,https://univerlist.com/media/cache/fe/2c/fe2c470b0f35e93ee9b2e0eed3826cb8.webp,"2,056,871",SGD,https://univerlist.com/media/cache/83/02/8302e16cd4f6aff17b5ec93e29333087.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Health Center"", ""Cafeteria"", ""Career Office"", ""Student Central"", ""Online Lecture"", ""Theatre"", ""Language Centre"", ""Library""]","National University of Singapore Business School"
University College of Boras,https://univerlist.com/university-college-of-boras/,Sweden,Boras,https://univerlist.com/media/cache/95/91/959141cc6de201a2837bc4172b629624.webp,"1,725,324",EUR,https://univerlist.com/media/cache/84/70/84704f509616529379253629d6186ef1.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""It Services"", ""Walking Track"", ""Fitness Center"", ""Car Park"", ""Clubs and Societies"", ""Security"", ""Health Center"", ""Refectory"", ""Conference Hall"", ""Student House"", ""Dormitory"", ""Digital Design Studios"", ""Cafeteria"", ""Virtual Library"", ""Career Office"", ""Language Centre"", ""Library""]","Allégatan 1, BoråsThe Swedish School of Textiles: Skaraborgsvägen 3"
Concordia University,https://univerlist.com/concordia-university/,Canada,Montreal,https://univerlist.com/media/cache/43/a1/43a1058772b07bdb4ecf6d30bdc154c1.webp,"397,882",CAD,https://univerlist.com/media/cache/05/fe/05fe0022d31ef00e2de4e9de15e1c84a.webp,Public,46.378,,Public,,No,Public University,,-,No,,,,,[],"[""Fitness Center"", ""Car Park"", ""Music Studio"", ""Copy Center"", ""Conference Hall"", ""Student House"", ""Cafeteria"", ""Virtual Library"", ""Career Office"", ""Academic Counseling""]","7141 Rue Sherbrooke O Montréal QC H4B 1R6 Canada"
Avt Business School,https://univerlist.com/avt-business-school/,Denmark,Copenhagen,https://univerlist.com/media/cache/f9/4a/f94abbfa8d047a666fdf78a2f09e293c.webp,"2,587,986",EUR,https://univerlist.com/media/cache/e4/8d/e48d864e0e247d87a2f3532deda27df5.webp,Private,,,Private,,No,None,,-,No,,,,,[],"[""Refectory"", ""Conference Hall"", ""Cafeteria"", ""Wifi""]","Avt Business School"
UMasss Online,https://univerlist.com/umasss-online/,United States of America,Boston,https://univerlist.com/media/cache/28/8e/288e2399ab4ac7f4c278e935828214d1.webp,"147,337",USD,https://univerlist.com/media/cache/32/a8/32a89a8e89a7cf244346a27f34b236d1.webp,Private,,,Private,,No,None,,-,No,,,,,[],"[""Virtual Library"", ""Career Office"", ""Online Lecture"", ""Academic Counseling"", ""Alumni Clubs""]","UMasss Online"
University of Sydney Business School,https://univerlist.com/university-of-sydney-business-school/,Australia,Sydney,https://univerlist.com/media/cache/8f/20/8f2035512ceb1f4cb917b531df05edb7.webp,"2,504,729",USD,https://univerlist.com/media/cache/aa/9e/aa9e9cc1ee39e48ddc4c15dfb1a13d3f.webp,Public,,,Public,,No,Public University,,-,No,,,,,[],"[""Bank"", ""Walking Track"", ""Fitness Center"", ""Car Park"", ""Security"", ""Health Center"", ""Gym"", ""Cafeteria"", ""Bikes on Campus"", ""Career Office"", ""Library""]","University of Sydney Business School"
Ngee Ann Polytechnic,https://univerlist.com/ngee-ann-polytechnic/,Singapore,Singapore,https://univerlist.com/media/cache/af/1e/af1e97e37673ff07f269880c45781924.webp,"516,910",SGD,https://univerlist.com/media/cache/19/23/1923d07a8146b94503968050b01a9e47.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,[],[],Ngee Ann Polytechnic
Newcastle University,https://univerlist.com/university-of-newcastle/,United Kingdom,Newcastle Upon Tyne,https://univerlist.com/media/cache/01/aa/01aa8e440613d9b9fd3a4b4cd014df9b.webp,"1,242,124",USD,https://univerlist.com/media/cache/2b/9c/2b9c9c59d2cc0e8fcf8f87dbb76da6b8.webp,Private,24.980,5.516,Private,,Yes,None,,-,No,,,,,"[{'program_name': 'Biomedical Science', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Business', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Chemical Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Chemistry', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Childhood Education', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Civil Engineering', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Commerce', 'language': 'English', 'year': '-', 'tuition': '-'}, {'program_name': 'Communication', 'language': 'English', 'year': '-', 'tuition': '-'}]","[""Amphitheatre"", ""Walking Track"", ""Music Studio"", ""Security"", ""Health Center"", ""Refectory"", ""Radio Studio"", ""Gym"", ""Film Studio"", ""Dance Hall"", ""Bikes on Campus"", ""Career Office"", ""Student Central"", ""Table Tennis"", ""Library""]","Newcastle University, NE1 7RU, United Kingdom"
Hotelschool the Hague Hospitality Business School,https://univerlist.com/hotelschool-the-hague-hospitality-business-school/,Netherlands,The Hague,https://univerlist.com/media/cache/ab/74/ab7435c0f94614face3e343cf930a106.webp,"875,602",EUR,https://univerlist.com/media/cache/6e/91/6e9119cb9f36269cde607a275c2c6e16.webp,Public,2.500,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Bachelor Programme In Hospitality Management', 'language': 'English', 'year': '4', 'tuition': None}]","[""Car Park"", ""Health Center"", ""Refectory"", ""Cafeteria""]","Hotelschool the Hague Hospitality Business School"
Wageningen University and Research,https://univerlist.com/wageningen-university-and-research/,Netherlands,Wageningen,https://univerlist.com/media/cache/47/a4/47a4ab8fec90933b6365585035fd4f9b.webp,"1,354,379",EUR,https://univerlist.com/media/cache/02/1f/021fd6ccdad85f159a0585055378960f.webp,Public,12.819,,Public,,Yes,Public University,,-,No,,,,,"[{'program_name': 'Animal Sciences', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Environmental Sciences', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Food Technology', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'International Land and Water Management', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Soil,Water and Atmosphere', 'language': 'English', 'year': '3', 'tuition': None}, {'program_name': 'Tourism', 'language': 'English', 'year': '3', 'tuition': None}]","[""Biomechanics Laboratory"", ""Fitness Center"", ""Clubs and Societies"", ""Unobstructed Campus"", ""Health Center"", ""Refectory"", ""Exercise and Sport Performance Centre"", ""Bikes on Campus"", ""Career Office"", ""Research Laboratory"", ""Sport Center"", ""Wood Workshop"", ""Online Lecture"", ""Library""]","Wageningen University and Research"
Copenhagen Business Academy,https://univerlist.com/copenhagen-business-academy/,Denmark,Copenhagen,https://univerlist.com/media/cache/85/9b/859b1fbc40ed71fbd6258156062389bc.webp,"690,130",EUR,https://univerlist.com/media/cache/08/b4/08b4e8e5863e36722c0c0638b8ec55f1.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""It Services"", ""Clubs and Societies"", ""Security"", ""Refectory"", ""Conference Hall"", ""Cafeteria"", ""Career Office"", ""Student Central"", ""Academic Counseling"", ""Library""]","Copenhagen Business Academy"
Federation University of Australia,https://univerlist.com/federation-university-of-australia/,Australia,Ballarat,https://univerlist.com/media/cache/bf/d5/bfd5429214d18fa2b310a3dac08c2df3.webp,"701,840",USD,https://univerlist.com/media/cache/d4/6b/d46be766b7ac34ce12e1ecbb521201b7.webp,Public,,,Public,,Yes,Public University,,-,Yes,,,,,[],"[""Bank"", ""Walking Track"", ""Cinema"", ""Security"", ""Health Center"", ""Cafeteria"", ""Career Office"", ""Library""]","Federation University of Australia"
University Pablo De Olavide,https://univerlist.com/university-pablo-de-olavide/,Spain,Sevilla,https://univerlist.com/media/cache/97/1b/971b89a91796474a4142fc1eef19387d.webp,"500,946",USD,https://univerlist.com/media/cache/86/bd/86bd7db195625cb193c4a95289d4a325.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Music Studio"", ""Clubs and Societies"", ""Security"", ""Copy Center"", ""Student House"", ""Gym"", ""Virtual Library"", ""Career Office"", ""Academic Counseling"", ""Library""]","University Pablo De Olavide"
Academy of Fine Arts In Warsaw,https://univerlist.com/academy-of-fine-arts-in-warsaw/,Poland,Warsaw,https://univerlist.com/media/cache/7d/54/7d5444030d162138c13366938a131cdc.webp,"184,171",USD,https://univerlist.com/media/cache/ee/ac/eeac300fb01d1fc50bc6e6be2bc6e75d.webp,Public,,,Public,,Yes,Public University,,-,No,,,,,[],"[""Walking Track"", ""Health Center"", ""Student House"", ""Radio Studio"", ""Cafeteria"", ""Career Office"", ""Library""]","Academy of Fine Arts In Warsaw"
